date,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,State,Cluster
2012-03-01,2012,Mar,62.2,57.9,446185,414992,31193,7,Delaware,3
2012-04-01,2012,Apr,62.2,57.8,446181,414769,31412,7,Delaware,3
2012-05-01,2012,May,62.1,57.7,446177,414524,31653,7.1,Delaware,3
2012-06-01,2012,Jun,62.1,57.7,446176,414378,31798,7.1,Delaware,3
2012-07-01,2012,Jul,62,57.6,446132,414347,31785,7.1,Delaware,3
2012-08-01,2012,Aug,62,57.6,446071,414386,31685,7.1,Delaware,3
2012-09-01,2012,Sep,61.9,57.5,446070,414465,31605,7.1,Delaware,3
2012-10-01,2012,Oct,61.8,57.4,446007,414443,31564,7.1,Delaware,3
2012-11-01,2012,Nov,61.7,57.3,445776,414226,31550,7.1,Delaware,3
2012-12-01,2012,Dec,61.6,57.2,445343,413820,31523,7.1,Delaware,3
2013-01-01,2013,Jan,61.4,57.1,444691,413236,31455,7.1,Delaware,3
2013-02-01,2013,Feb,61.3,57,443906,412611,31295,7,Delaware,3
2013-03-01,2013,Mar,61.1,56.9,443158,412171,30987,7,Delaware,3
2013-04-01,2013,Apr,61,56.8,442681,412135,30546,6.9,Delaware,3
2013-05-01,2013,May,60.9,56.8,442526,412480,30046,6.8,Delaware,3
2013-06-01,2013,Jun,60.9,56.8,442641,413085,29556,6.7,Delaware,3
2013-07-01,2013,Jul,60.9,56.9,442935,413831,29104,6.6,Delaware,3
2013-08-01,2013,Aug,60.8,56.9,443283,414660,28623,6.5,Delaware,3
2013-09-01,2013,Sep,60.8,57,443676,415572,28104,6.3,Delaware,3
2013-10-01,2013,Oct,60.8,57,444215,416563,27652,6.2,Delaware,3
2013-11-01,2013,Nov,60.8,57.1,444909,417594,27315,6.1,Delaware,3
2013-12-01,2013,Dec,60.9,57.2,445675,418596,27079,6.1,Delaware,3
2014-01-01,2014,Jan,60.9,57.3,446546,419663,26883,6,Delaware,3
2014-02-01,2014,Feb,61,57.4,447591,420921,26670,6,Delaware,3
2014-03-01,2014,Mar,61.1,57.5,448826,422367,26459,5.9,Delaware,3
2014-04-01,2014,Apr,61.2,57.7,450102,423844,26258,5.8,Delaware,3
2014-05-01,2014,May,61.3,57.8,451305,425282,26023,5.8,Delaware,3
2014-06-01,2014,Jun,61.4,57.9,452472,426731,25741,5.7,Delaware,3
2014-07-01,2014,Jul,61.5,58.1,453608,428207,25401,5.6,Delaware,3
2014-08-01,2014,Aug,61.6,58.2,454713,429692,25021,5.5,Delaware,3
2014-09-01,2014,Sep,61.7,58.3,455690,431084,24606,5.4,Delaware,3
2014-10-01,2014,Oct,61.7,58.4,456448,432329,24119,5.3,Delaware,3
2014-11-01,2014,Nov,61.7,58.5,457025,433436,23589,5.2,Delaware,3
2014-12-01,2014,Dec,61.7,58.6,457575,434437,23138,5.1,Delaware,3
2015-01-01,2015,Jan,61.7,58.7,458168,435330,22838,5,Delaware,3
2015-02-01,2015,Feb,61.8,58.7,458835,436141,22694,4.9,Delaware,3
2015-03-01,2015,Mar,61.8,58.8,459628,437007,22621,4.9,Delaware,3
2015-04-01,2015,Apr,61.9,58.9,460528,437998,22530,4.9,Delaware,3
2015-05-01,2015,May,62,58.9,461456,439061,22395,4.9,Delaware,3
2015-06-01,2015,Jun,62,59,462330,440105,22225,4.8,Delaware,3
2015-07-01,2015,Jul,62.1,59.1,463176,441109,22067,4.8,Delaware,3
2015-08-01,2015,Aug,62.1,59.2,464036,442091,21945,4.7,Delaware,3
2015-09-01,2015,Sep,62.2,59.2,464940,443116,21824,4.7,Delaware,3
2015-10-01,2015,Oct,62.2,59.3,465959,444262,21697,4.7,Delaware,3
2015-11-01,2015,Nov,62.3,59.4,467051,445489,21562,4.6,Delaware,3
2015-12-01,2015,Dec,62.4,59.6,468016,446642,21374,4.6,Delaware,3
2016-01-01,2016,Jan,62.4,59.6,468654,447512,21142,4.5,Delaware,3
2016-02-01,2016,Feb,62.4,59.6,468905,447972,20933,4.5,Delaware,3
2016-03-01,2016,Mar,62.4,59.6,468851,448073,20778,4.4,Delaware,3
2016-04-01,2016,Apr,62.3,59.5,468680,447969,20711,4.4,Delaware,3
2016-05-01,2016,May,62.2,59.5,468563,447804,20759,4.4,Delaware,3
2016-06-01,2016,Jun,62.1,59.4,468515,447619,20896,4.5,Delaware,3
2016-07-01,2016,Jul,62.1,59.3,468517,447440,21077,4.5,Delaware,3
2016-08-01,2016,Aug,62,59.2,468615,447331,21284,4.5,Delaware,3
2016-09-01,2016,Sep,62,59.2,468865,447328,21537,4.6,Delaware,3
2016-10-01,2016,Oct,62,59.1,469237,447444,21793,4.6,Delaware,3
2016-11-01,2016,Nov,62,59.1,469756,447782,21974,4.7,Delaware,3
2016-12-01,2016,Dec,62,59.1,470473,448430,22043,4.7,Delaware,3
2017-01-01,2017,Jan,61.9,59,470994,448971,22023,4.7,Delaware,3
2017-02-01,2017,Feb,62,59.2,472026,450089,21937,4.6,Delaware,3
2017-03-01,2017,Mar,62.1,59.2,472954,451138,21816,4.6,Delaware,3
2017-04-01,2017,Apr,62.2,59.3,473834,452145,21689,4.6,Delaware,3
2017-05-01,2017,May,62.2,59.4,474720,453188,21532,4.5,Delaware,3
2017-06-01,2017,Jun,62.3,59.5,475584,454216,21368,4.5,Delaware,3
2017-07-01,2017,Jul,62.3,59.6,476348,455117,21231,4.5,Delaware,3
2017-08-01,2017,Aug,62.3,59.6,476879,455788,21091,4.4,Delaware,3
2017-09-01,2017,Sep,62.3,59.6,477134,456213,20921,4.4,Delaware,3
2017-10-01,2017,Oct,62.2,59.5,477200,456491,20709,4.3,Delaware,3
2017-11-01,2017,Nov,62.2,59.5,477198,456726,20472,4.3,Delaware,3
2017-12-01,2017,Dec,62.1,59.5,477330,457153,20177,4.2,Delaware,3
2018-01-01,2018,Jan,62.1,59.6,477849,458014,19835,4.2,Delaware,3
2018-02-01,2018,Feb,62.2,59.7,478859,459386,19473,4.1,Delaware,3
2018-03-01,2018,Mar,62.3,59.9,480089,460998,19091,4,Delaware,3
2018-04-01,2018,Apr,62.4,60,480979,462285,18694,3.9,Delaware,3
2018-05-01,2018,May,62.4,60,481216,462907,18309,3.8,Delaware,3
2018-06-01,2018,Jun,62.3,59.9,480865,462940,17925,3.7,Delaware,3
2018-07-01,2018,Jul,62.1,59.8,480159,462621,17538,3.7,Delaware,3
2018-08-01,2018,Aug,62,59.7,479524,462295,17229,3.6,Delaware,3
2018-09-01,2018,Sep,61.8,59.6,479275,462222,17053,3.6,Delaware,3
2018-10-01,2018,Oct,61.8,59.6,479610,462589,17021,3.5,Delaware,3
2018-11-01,2018,Nov,61.9,59.7,480528,463425,17103,3.6,Delaware,3
2018-12-01,2018,Dec,62,59.8,481810,464564,17246,3.6,Delaware,3
2019-01-01,2019,Jan,62.1,59.8,483050,465661,17389,3.6,Delaware,3
2019-02-01,2019,Feb,62.1,59.9,483986,466519,17467,3.6,Delaware,3
2019-03-01,2019,Mar,62.2,59.9,484650,467121,17529,3.6,Delaware,3
2019-04-01,2019,Apr,62.2,59.9,485166,467549,17617,3.6,Delaware,3
2019-05-01,2019,May,62.2,59.9,485535,467771,17764,3.7,Delaware,3
2019-06-01,2019,Jun,62.1,59.8,485753,467750,18003,3.7,Delaware,3
2019-07-01,2019,Jul,62.1,59.7,485817,467528,18289,3.8,Delaware,3
2019-08-01,2019,Aug,62,59.6,485664,467154,18510,3.8,Delaware,3
2019-09-01,2019,Sep,61.8,59.5,485367,466833,18534,3.8,Delaware,3
2019-10-01,2019,Oct,61.7,59.4,484936,466554,18382,3.8,Delaware,3
2019-11-01,2019,Nov,61.5,59.2,484264,466144,18120,3.7,Delaware,3
2019-12-01,2019,Dec,61.3,59.1,483225,465364,17861,3.7,Delaware,3
2020-01-01,2020,Jan,61.1,58.8,481858,464181,17677,3.7,Delaware,3
2020-02-01,2020,Feb,60.8,58.6,480278,462670,17608,3.7,Delaware,3
2020-03-01,2020,Mar,61.4,58.4,485567,461203,24364,5,Delaware,3
2020-04-01,2020,Apr,59.4,51.6,469927,408576,61351,13.1,Delaware,3
2020-05-01,2020,May,62.3,54,493333,427718,65615,13.3,Delaware,3
2020-06-01,2020,Jun,63,54.9,498903,435415,63488,12.7,Delaware,3
2020-07-01,2020,Jul,60.5,55.8,480071,443036,37035,7.7,Delaware,3
2020-08-01,2020,Aug,61.2,56.6,485993,449462,36531,7.5,Delaware,3
2020-09-01,2020,Sep,61.9,57.2,492248,454710,37538,7.6,Delaware,3
2020-10-01,2020,Oct,60.8,57.5,484017,458270,25747,5.3,Delaware,3
2020-11-01,2020,Nov,61.1,57.8,487151,460683,26468,5.4,Delaware,3
2020-12-01,2020,Dec,61.3,57.9,489824,462330,27494,5.6,Delaware,3
2021-01-01,2021,Jan,61.5,58,491572,463734,27838,5.7,Delaware,3
2021-02-01,2021,Feb,61.7,58.1,493461,465258,28203,5.7,Delaware,3
2021-03-01,2021,Mar,61.9,58.3,495500,466961,28539,5.8,Delaware,3
2021-04-01,2021,Apr,62,58.4,497115,468513,28602,5.8,Delaware,3
2021-05-01,2021,May,62,58.5,497969,469655,28314,5.7,Delaware,3
2021-06-01,2021,Jun,62,58.5,498444,470208,28236,5.7,Delaware,3
2021-07-01,2021,Jul,61.8,58.4,497824,470555,27269,5.5,Delaware,3
2021-08-01,2021,Aug,61.7,58.4,497316,470934,26382,5.3,Delaware,3
2021-09-01,2021,Sep,61.5,58.4,496543,471594,24949,5,Delaware,3
2021-10-01,2021,Oct,61.4,58.4,496684,472408,24276,4.9,Delaware,3
2021-11-01,2021,Nov,61.3,58.4,496766,472885,23881,4.8,Delaware,3
2021-12-01,2021,Dec,61.2,58.3,497019,473079,23940,4.8,Delaware,3
2022-01-01,2022,Jan,61.3,58.4,498193,474338,23855,4.8,Delaware,3
2012-01-01,2012,Jan,68,61.5,355798,321609,34189,9.6,District of Columbia,3
2012-02-01,2012,Feb,68.2,61.7,357117,323319,33798,9.5,District of Columbia,3
2012-03-01,2012,Mar,68.3,62,358725,325222,33503,9.3,District of Columbia,3
2012-04-01,2012,Apr,68.6,62.2,360448,327187,33261,9.2,District of Columbia,3
2012-05-01,2012,May,68.8,62.5,362204,329200,33004,9.1,District of Columbia,3
2012-06-01,2012,Jun,69,62.8,364042,331349,32693,9,District of Columbia,3
2012-07-01,2012,Jul,69.3,63.1,365996,333656,32340,8.8,District of Columbia,3
2012-08-01,2012,Aug,69.5,63.4,368008,335940,32068,8.7,District of Columbia,3
2012-09-01,2012,Sep,69.7,63.7,369988,338002,31986,8.6,District of Columbia,3
2012-10-01,2012,Oct,69.9,63.9,371781,339713,32068,8.6,District of Columbia,3
2012-11-01,2012,Nov,70.1,64,373228,340978,32250,8.6,District of Columbia,3
2012-12-01,2012,Dec,70.2,64.1,374209,341766,32443,8.7,District of Columbia,3
2013-01-01,2013,Jan,70.1,64,374703,342127,32576,8.7,District of Columbia,3
2013-02-01,2013,Feb,70.1,64,374879,342281,32598,8.7,District of Columbia,3
2013-03-01,2013,Mar,69.9,63.9,374852,342391,32461,8.7,District of Columbia,3
2013-04-01,2013,Apr,69.8,63.8,374770,342590,32180,8.6,District of Columbia,3
2013-05-01,2013,May,69.7,63.7,374621,342718,31903,8.5,District of Columbia,3
2013-06-01,2013,Jun,69.5,63.6,374318,342566,31752,8.5,District of Columbia,3
2013-07-01,2013,Jul,69.3,63.4,373956,342280,31676,8.5,District of Columbia,3
2013-08-01,2013,Aug,69.1,63.3,373632,342129,31503,8.4,District of Columbia,3
2013-09-01,2013,Sep,69,63.2,373434,342277,31157,8.3,District of Columbia,3
2013-10-01,2013,Oct,68.9,63.3,373515,342762,30753,8.2,District of Columbia,3
2013-11-01,2013,Nov,68.9,63.3,373797,343424,30373,8.1,District of Columbia,3
2013-12-01,2013,Dec,68.9,63.3,374139,344093,30046,8,District of Columbia,3
2014-01-01,2014,Jan,68.8,63.4,374474,344720,29754,7.9,District of Columbia,3
2014-02-01,2014,Feb,68.8,63.4,374892,345390,29502,7.9,District of Columbia,3
2014-03-01,2014,Mar,68.9,63.5,375490,346115,29375,7.8,District of Columbia,3
2014-04-01,2014,Apr,68.9,63.5,376260,346875,29385,7.8,District of Columbia,3
2014-05-01,2014,May,69,63.7,377323,347911,29412,7.8,District of Columbia,3
2014-06-01,2014,Jun,69.2,63.9,378844,349461,29383,7.8,District of Columbia,3
2014-07-01,2014,Jul,69.4,64.1,380511,351174,29337,7.7,District of Columbia,3
2014-08-01,2014,Aug,69.6,64.3,382074,352769,29305,7.7,District of Columbia,3
2014-09-01,2014,Sep,69.7,64.4,383397,354127,29270,7.6,District of Columbia,3
2014-10-01,2014,Oct,69.8,64.5,384299,355165,29134,7.6,District of Columbia,3
2014-11-01,2014,Nov,69.8,64.6,384899,356027,28872,7.5,District of Columbia,3
2014-12-01,2014,Dec,69.8,64.6,385365,356775,28590,7.4,District of Columbia,3
2015-01-01,2015,Jan,69.7,64.6,385655,357301,28354,7.4,District of Columbia,3
2015-02-01,2015,Feb,69.7,64.6,385829,357663,28166,7.3,District of Columbia,3
2015-03-01,2015,Mar,69.6,64.6,386175,358225,27950,7.2,District of Columbia,3
2015-04-01,2015,Apr,69.6,64.7,386792,359132,27660,7.2,District of Columbia,3
2015-05-01,2015,May,69.7,64.8,387466,360162,27304,7,District of Columbia,3
2015-06-01,2015,Jun,69.7,64.8,388031,361107,26924,6.9,District of Columbia,3
2015-07-01,2015,Jul,69.7,64.9,388585,362003,26582,6.8,District of Columbia,3
2015-08-01,2015,Aug,69.7,65,389198,362893,26305,6.8,District of Columbia,3
2015-09-01,2015,Sep,69.7,65,389790,363732,26058,6.7,District of Columbia,3
2015-10-01,2015,Oct,69.7,65.1,390400,364559,25841,6.6,District of Columbia,3
2015-11-01,2015,Nov,69.8,65.2,391107,365451,25656,6.6,District of Columbia,3
2015-12-01,2015,Dec,69.8,65.3,391856,366441,25415,6.5,District of Columbia,3
2016-01-01,2016,Jan,69.9,65.4,392658,367573,25085,6.4,District of Columbia,3
2016-02-01,2016,Feb,70,65.6,393390,368673,24717,6.3,District of Columbia,3
2016-03-01,2016,Mar,70,65.6,393876,369514,24362,6.2,District of Columbia,3
2016-04-01,2016,Apr,69.9,65.6,394058,369933,24125,6.1,District of Columbia,3
2016-05-01,2016,May,69.9,65.6,394222,370141,24081,6.1,District of Columbia,3
2016-06-01,2016,Jun,69.8,65.6,394519,370323,24196,6.1,District of Columbia,3
2016-07-01,2016,Jul,69.8,65.5,394943,370549,24394,6.2,District of Columbia,3
2016-08-01,2016,Aug,69.9,65.5,395512,370878,24634,6.2,District of Columbia,3
2016-09-01,2016,Sep,69.9,65.5,396280,371384,24896,6.3,District of Columbia,3
2016-10-01,2016,Oct,70,65.6,397144,372053,25091,6.3,District of Columbia,3
2016-11-01,2016,Nov,70.1,65.6,397931,372781,25150,6.3,District of Columbia,3
2016-12-01,2016,Dec,70.1,65.7,398689,373585,25104,6.3,District of Columbia,3
2017-01-01,2017,Jan,70.1,65.8,390087,365688,24399,6.3,District of Columbia,3
2017-02-01,2017,Feb,70.2,65.9,390854,366529,24325,6.2,District of Columbia,3
2017-03-01,2017,Mar,70.3,66,391575,367300,24275,6.2,District of Columbia,3
2017-04-01,2017,Apr,70.4,66.1,392397,368146,24251,6.2,District of Columbia,3
2017-05-01,2017,May,70.5,66.2,393227,369006,24221,6.2,District of Columbia,3
2017-06-01,2017,Jun,70.6,66.3,393872,369704,24168,6.1,District of Columbia,3
2017-07-01,2017,Jul,70.6,66.3,394348,370273,24075,6.1,District of Columbia,3
2017-08-01,2017,Aug,70.6,66.3,394563,370657,23906,6.1,District of Columbia,3
2017-09-01,2017,Sep,70.6,66.3,394548,370865,23683,6,District of Columbia,3
2017-10-01,2017,Oct,70.5,66.3,394486,371013,23473,6,District of Columbia,3
2017-11-01,2017,Nov,70.5,66.3,394554,371205,23349,5.9,District of Columbia,3
2017-12-01,2017,Dec,70.5,66.3,394839,371560,23279,5.9,District of Columbia,3
2018-01-01,2018,Jan,70.6,66.4,395364,372122,23242,5.9,District of Columbia,3
2018-02-01,2018,Feb,70.7,66.6,396276,373075,23201,5.9,District of Columbia,3
2018-03-01,2018,Mar,70.9,66.7,397285,374178,23107,5.8,District of Columbia,3
2018-04-01,2018,Apr,70.9,66.8,397756,374862,22894,5.8,District of Columbia,3
2018-05-01,2018,May,70.8,66.8,397461,374914,22547,5.7,District of Columbia,3
2018-06-01,2018,Jun,70.6,66.7,396555,374476,22079,5.6,District of Columbia,3
2018-07-01,2018,Jul,70.4,66.5,395373,373837,21536,5.4,District of Columbia,3
2018-08-01,2018,Aug,70.2,66.4,394414,373243,21171,5.4,District of Columbia,3
2018-09-01,2018,Sep,70.1,66.3,393980,372761,21219,5.4,District of Columbia,3
2018-10-01,2018,Oct,70.1,66.2,394255,372564,21691,5.5,District of Columbia,3
2018-11-01,2018,Nov,70.3,66.3,395212,372799,22413,5.7,District of Columbia,3
2018-12-01,2018,Dec,70.5,66.4,396604,373470,23134,5.8,District of Columbia,3
2019-01-01,2019,Jan,70.7,66.6,398028,374441,23587,5.9,District of Columbia,3
2019-02-01,2019,Feb,70.9,66.7,399136,375540,23596,5.9,District of Columbia,3
2019-03-01,2019,Mar,71.1,66.9,399842,376646,23196,5.8,District of Columbia,3
2019-04-01,2019,Apr,71.1,67.1,400365,377849,22516,5.6,District of Columbia,3
2019-05-01,2019,May,71.2,67.3,400672,378895,21777,5.4,District of Columbia,3
2019-06-01,2019,Jun,71.2,67.4,400750,379622,21128,5.3,District of Columbia,3
2019-07-01,2019,Jul,71.1,67.5,400599,379971,20628,5.1,District of Columbia,3
2019-08-01,2019,Aug,71.1,67.5,400446,380188,20258,5.1,District of Columbia,3
2019-09-01,2019,Sep,71.1,67.6,400747,380795,19952,5,District of Columbia,3
2019-10-01,2019,Oct,71.3,67.7,401616,381740,19876,4.9,District of Columbia,3
2019-11-01,2019,Nov,71.5,67.9,402899,382766,20133,5,District of Columbia,3
2019-12-01,2019,Dec,71.7,68,404205,383505,20700,5.1,District of Columbia,3
2020-01-01,2020,Jan,71.8,68,405108,383707,21401,5.3,District of Columbia,3
2020-02-01,2020,Feb,71.8,67.9,405242,383231,22011,5.4,District of Columbia,3
2020-03-01,2020,Mar,71.4,67.5,402994,380679,22315,5.5,District of Columbia,3
2020-04-01,2020,Apr,68.9,61.3,389035,345895,43140,11.1,District of Columbia,3
2020-05-01,2020,May,67.5,61.4,380731,346476,34255,9,District of Columbia,3
2020-06-01,2020,Jun,67.5,61.5,380892,347301,33591,8.8,District of Columbia,3
2020-07-01,2020,Jul,67.9,61.9,383640,349278,34362,9,District of Columbia,3
2020-08-01,2020,Aug,68.3,62.3,384652,350856,33796,8.8,District of Columbia,3
2020-09-01,2020,Sep,68.7,62.7,385878,352288,33590,8.7,District of Columbia,3
2020-10-01,2020,Oct,68.6,63,384292,352602,31690,8.2,District of Columbia,3
2020-11-01,2020,Nov,68.5,63.1,382445,352533,29912,7.8,District of Columbia,3
2020-12-01,2020,Dec,68.3,63.2,380455,351999,28456,7.5,District of Columbia,3
2021-01-01,2021,Jan,68,63.3,377559,351348,26211,6.9,District of Columbia,3
2021-02-01,2021,Feb,67.9,63.4,376087,351076,25011,6.7,District of Columbia,3
2021-03-01,2021,Mar,68.2,63.7,376646,351633,25013,6.6,District of Columbia,3
2021-04-01,2021,Apr,68.7,64.1,378292,352631,25661,6.8,District of Columbia,3
2021-05-01,2021,May,69.4,64.5,380511,354110,26401,6.9,District of Columbia,3
2021-06-01,2021,Jun,70.1,65,383400,355729,27671,7.2,District of Columbia,3
2021-07-01,2021,Jul,70.5,65.5,384615,357444,27171,7.1,District of Columbia,3
2021-08-01,2021,Aug,70.9,66,385724,359101,26623,6.9,District of Columbia,3
2021-09-01,2021,Sep,70.9,66.3,385061,360197,24864,6.5,District of Columbia,3
2021-10-01,2021,Oct,71.1,66.7,385285,361082,24203,6.3,District of Columbia,3
2021-11-01,2021,Nov,71.2,66.8,384477,361009,23468,6.1,District of Columbia,3
2021-12-01,2021,Dec,71.3,67,384289,360828,23461,6.1,District of Columbia,3
2022-01-01,2022,Jan,71.7,67.2,385317,361000,24317,6.3,District of Columbia,3
2012-01-01,2012,Jan,61.7,57.6,654711,611452,43259,6.6,Hawaii,3
2012-02-01,2012,Feb,61.5,57.5,653076,610580,42496,6.5,Hawaii,3
2012-03-01,2012,Mar,61.3,57.4,651755,609893,41862,6.4,Hawaii,3
2012-04-01,2012,Apr,61.2,57.3,650783,609546,41237,6.3,Hawaii,3
2012-05-01,2012,May,61.1,57.3,650165,609679,40486,6.2,Hawaii,3
2012-06-01,2012,Jun,61,57.3,649786,610269,39517,6.1,Hawaii,3
2012-07-01,2012,Jul,60.9,57.3,649583,611262,38321,5.9,Hawaii,3
2012-08-01,2012,Aug,60.9,57.4,649534,612513,37021,5.7,Hawaii,3
2012-09-01,2012,Sep,60.9,57.5,649620,613823,35797,5.5,Hawaii,3
2012-10-01,2012,Oct,60.8,57.6,649565,614838,34727,5.3,Hawaii,3
2012-11-01,2012,Nov,60.7,57.6,649173,615327,33846,5.2,Hawaii,3
2012-12-01,2012,Dec,60.6,57.5,648487,615337,33150,5.1,Hawaii,3
2013-01-01,2013,Jan,60.5,57.4,647730,615167,32563,5,Hawaii,3
2013-02-01,2013,Feb,60.4,57.4,647257,615252,32005,4.9,Hawaii,3
2013-03-01,2013,Mar,60.4,57.4,647266,615831,31435,4.9,Hawaii,3
2013-04-01,2013,Apr,60.4,57.5,647794,616903,30891,4.8,Hawaii,3
2013-05-01,2013,May,60.4,57.6,648702,618211,30491,4.7,Hawaii,3
2013-06-01,2013,Jun,60.5,57.7,649806,619477,30329,4.7,Hawaii,3
2013-07-01,2013,Jul,60.6,57.8,650974,620569,30405,4.7,Hawaii,3
2013-08-01,2013,Aug,60.6,57.8,652138,621567,30571,4.7,Hawaii,3
2013-09-01,2013,Sep,60.7,57.9,653325,622633,30692,4.7,Hawaii,3
2013-10-01,2013,Oct,60.8,58,654646,623909,30737,4.7,Hawaii,3
2013-11-01,2013,Nov,61,58.1,656212,625532,30680,4.7,Hawaii,3
2013-12-01,2013,Dec,61.1,58.2,657879,627380,30499,4.6,Hawaii,3
2014-01-01,2014,Jan,61.2,58.4,659402,629214,30188,4.6,Hawaii,3
2014-02-01,2014,Feb,61.3,58.5,660678,630881,29797,4.5,Hawaii,3
2014-03-01,2014,Mar,61.4,58.6,661775,632329,29446,4.4,Hawaii,3
2014-04-01,2014,Apr,61.4,58.7,662692,633518,29174,4.4,Hawaii,3
2014-05-01,2014,May,61.5,58.8,663424,634545,28879,4.4,Hawaii,3
2014-06-01,2014,Jun,61.5,58.9,664120,635619,28501,4.3,Hawaii,3
2014-07-01,2014,Jul,61.5,58.9,664779,636723,28056,4.2,Hawaii,3
2014-08-01,2014,Aug,61.6,59,665410,637809,27601,4.1,Hawaii,3
2014-09-01,2014,Sep,61.6,59.1,666039,638866,27173,4.1,Hawaii,3
2014-10-01,2014,Oct,61.6,59.1,666609,639868,26741,4,Hawaii,3
2014-11-01,2014,Nov,61.6,59.2,667024,640728,26296,3.9,Hawaii,3
2014-12-01,2014,Dec,61.6,59.2,667398,641508,25890,3.9,Hawaii,3
2015-01-01,2015,Jan,61.6,59.3,667875,642329,25546,3.8,Hawaii,3
2015-02-01,2015,Feb,61.6,59.3,668343,643165,25178,3.8,Hawaii,3
2015-03-01,2015,Mar,61.7,59.4,668758,644078,24680,3.7,Hawaii,3
2015-04-01,2015,Apr,61.7,59.5,669187,645104,24083,3.6,Hawaii,3
2015-05-01,2015,May,61.7,59.5,669614,646142,23472,3.5,Hawaii,3
2015-06-01,2015,Jun,61.7,59.6,669943,647039,22904,3.4,Hawaii,3
2015-07-01,2015,Jul,61.7,59.6,670277,647849,22428,3.3,Hawaii,3
2015-08-01,2015,Aug,61.7,59.7,670776,648736,22040,3.3,Hawaii,3
2015-09-01,2015,Sep,61.7,59.7,671504,649824,21680,3.2,Hawaii,3
2015-10-01,2015,Oct,61.8,59.8,672548,651209,21339,3.2,Hawaii,3
2015-11-01,2015,Nov,61.8,59.9,673778,652737,21041,3.1,Hawaii,3
2015-12-01,2015,Dec,61.9,60,674900,654135,20765,3.1,Hawaii,3
2016-01-01,2016,Jan,61.9,60,675700,655187,20513,3,Hawaii,3
2016-02-01,2016,Feb,61.9,60.1,676234,655874,20360,3,Hawaii,3
2016-03-01,2016,Mar,62,60.1,676608,656314,20294,3,Hawaii,3
2016-04-01,2016,Apr,62,60.1,676978,656743,20235,3,Hawaii,3
2016-05-01,2016,May,62,60.2,677630,657476,20154,3,Hawaii,3
2016-06-01,2016,Jun,62.1,60.2,678662,658647,20015,2.9,Hawaii,3
2016-07-01,2016,Jul,62.1,60.3,679858,660086,19772,2.9,Hawaii,3
2016-08-01,2016,Aug,62.2,60.4,680909,661451,19458,2.9,Hawaii,3
2016-09-01,2016,Sep,62.3,60.5,681639,662483,19156,2.8,Hawaii,3
2016-10-01,2016,Oct,62.3,60.6,681999,663144,18855,2.8,Hawaii,3
2016-11-01,2016,Nov,62.3,60.6,682195,663687,18508,2.7,Hawaii,3
2016-12-01,2016,Dec,62.3,60.7,682432,664308,18124,2.7,Hawaii,3
2017-01-01,2017,Jan,62.3,60.7,697290,679241,18049,2.6,Hawaii,3
2017-02-01,2017,Feb,62.3,60.8,698076,680263,17813,2.6,Hawaii,3
2017-03-01,2017,Mar,62.4,60.8,698739,681195,17544,2.5,Hawaii,3
2017-04-01,2017,Apr,62.4,60.9,699003,681836,17167,2.5,Hawaii,3
2017-05-01,2017,May,62.4,60.9,698628,682060,16568,2.4,Hawaii,3
2017-06-01,2017,Jun,62.3,60.8,697513,681765,15748,2.3,Hawaii,3
2017-07-01,2017,Jul,62.1,60.8,695816,681002,14814,2.1,Hawaii,3
2017-08-01,2017,Aug,61.9,60.6,693848,679954,13894,2,Hawaii,3
2017-09-01,2017,Sep,61.7,60.5,691983,678813,13170,1.9,Hawaii,3
2017-10-01,2017,Oct,61.5,60.4,690640,677815,12825,1.9,Hawaii,3
2017-11-01,2017,Nov,61.5,60.3,690058,677106,12952,1.9,Hawaii,3
2017-12-01,2017,Dec,61.5,60.3,690394,676938,13456,1.9,Hawaii,3
2018-01-01,2018,Jan,61.6,60.3,691605,677395,14210,2.1,Hawaii,3
2018-02-01,2018,Feb,61.7,60.4,693399,678324,15075,2.2,Hawaii,3
2018-03-01,2018,Mar,61.9,60.5,695255,679371,15884,2.3,Hawaii,3
2018-04-01,2018,Apr,62,60.5,696488,680023,16465,2.4,Hawaii,3
2018-05-01,2018,May,62,60.5,696557,679818,16739,2.4,Hawaii,3
2018-06-01,2018,Jun,61.9,60.4,695460,678739,16721,2.4,Hawaii,3
2018-07-01,2018,Jul,61.7,60.2,693476,677020,16456,2.4,Hawaii,3
2018-08-01,2018,Aug,61.5,60,691084,674938,16146,2.3,Hawaii,3
2018-09-01,2018,Sep,61.2,59.8,688755,672742,16013,2.3,Hawaii,3
2018-10-01,2018,Oct,61.1,59.6,686908,670692,16216,2.4,Hawaii,3
2018-11-01,2018,Nov,61,59.5,685747,668938,16809,2.5,Hawaii,3
2018-12-01,2018,Dec,60.9,59.3,685240,667556,17684,2.6,Hawaii,3
2019-01-01,2019,Jan,60.9,59.3,685158,666547,18611,2.7,Hawaii,3
2019-02-01,2019,Feb,60.9,59.2,685255,665919,19336,2.8,Hawaii,3
2019-03-01,2019,Mar,61,59.2,685374,665629,19745,2.9,Hawaii,3
2019-04-01,2019,Apr,61,59.2,685423,665713,19710,2.9,Hawaii,3
2019-05-01,2019,May,61,59.3,685361,666208,19153,2.8,Hawaii,3
2019-06-01,2019,Jun,61,59.3,685149,667023,18126,2.6,Hawaii,3
